id,date_created,title_en,category_en,subcategory_en,title_bm,category_bm,subcategory_bm,source,frequency,geography,demography,dataset_begin,dataset_end
domains_dnssec,2025-01-24,Number of Registered .MY Domains with DNSSEC,Public Administration,Digital Infrastructure,Bilangan Pendaftaran Domain .MY dengan DNSSEC,Pentadbiran Awam,Infrastruktur Digital,"MYNIC, KD",MONTHLY,NATIONAL,,2011,2025
domains_idn,2025-01-24,Number of Registered Internationalised .MY Domains,Public Administration,Digital Infrastructure,Bilangan Pendaftaran Domain .MY yang Berinternasionalisasi,Pentadbiran Awam,Infrastruktur Digital,"MYNIC, KD",MONTHLY,NATIONAL,,2011,2024
sppi_1d,2025-02-07,SPPI by Section (1 digit),Prices,Producer Prices,IHPR mengikut Seksyen (1 digit),Harga,Harga Pengeluar,DOSM,QUARTERLY,NATIONAL,,2015,2026
sppi_2d,2025-02-07,SPPI by Division (2 digits),Prices,Producer Prices,IHPR mengikut Bahagian (2 digit),Harga,Harga Pengeluar,DOSM,QUARTERLY,NATIONAL,,2015,2026
sppi_3d,2025-02-07,SPPI by Group (3 digits),Prices,Producer Prices,IHPR mengikut Kumpulan (3 digit),Harga,Harga Pengeluar,DOSM,QUARTERLY,NATIONAL,,2015,2026
sppi,2025-02-07,Headline Services Producer Price Index (SPPI),Prices,Producer Prices,Indeks Harga Pengeluar Perkhidmatan (IHPRP) Keseluruhan,Harga,Harga Pengeluar,DOSM,QUARTERLY,NATIONAL,,2015,2026
productivity_lookup,2025-02-22,Lookup Table: Labour Productivity,Labour Markets,Labour Productivity,Jadual Carian: Produktiviti Tenaga Buruh,Pasaran Buruh,Produktiviti Tenaga Buruh,DOSM,INFREQUENT,NATIONAL,,2015,2025
productivity_annual,2025-02-23,Annual Productivity by Economic Sector,Labour Markets,Labour Productivity,Produktiviti Tahunan mengikut Sektor Ekonomi,Pasaran Buruh,Produktiviti Tenaga Buruh,DOSM,YEARLY,NATIONAL,,2015,2025
productivity_qtr,2025-02-23,Quarterly Productivity by Economic Sector,Labour Markets,Labour Productivity,Produktiviti Suku Tahunan mengikut Sektor Ekonomi,Pasaran Buruh,Produktiviti Tenaga Buruh,DOSM,QUARTERLY,NATIONAL,,2015,2025
productivity_annual_priority,2025-02-23,Annual Productivity for Priority Subsectors,Labour Markets,Labour Productivity,Produktiviti Tahunan untuk Subsektor Penting,Pasaran Buruh,Produktiviti Tenaga Buruh,DOSM,YEARLY,NATIONAL,,2015,2025
ridership_ktmb_daily,2025-03-18,Daily KTMB Ridership,Transportation,Ridership,Penggunaan Harian Perkhidmatan KTMB,Pengangkutan,Penggunaan,"KTMB, MOT",DAILY,NATIONAL,,2020,2025
ridership_ktmb_monthly,2025-03-18,Monthly KTMB Ridership,Transportation,Ridership,Penggunaan Bulanan Perkhidmatan KTMB,Pengangkutan,Penggunaan,"KTMB, MOT",MONTHLY,NATIONAL,,2020,2025
ridership_od_shuttle_tebrau,2025-03-18,Hourly Origin-Destination Ridership: Shuttle Tebrau,Transportation,Ridership,Penumpang Asal-Destinasi secara Jam: Shuttle Tebrau,Pengangkutan,Penggunaan,"KTMB, MOT",DAILY,"NATIONAL, STATE, DISTRICT",,2022,2025
ridership_od_komuter_utara,2025-03-18,Hourly Origin-Destination Ridership: Komuter Utara,Transportation,Ridership,Penumpang Asal-Destinasi secara Jam: Komuter Utara,Pengangkutan,Penggunaan,"KTMB, MOT",DAILY,"NATIONAL, STATE, DISTRICT",,2020,2025
ridership_od_intercity,2025-03-18,Hourly Origin-Destination Ridership: Intercity,Transportation,Ridership,Penumpang Asal-Destinasi secara Jam: Antarabandar,Pengangkutan,Penggunaan,"KTMB, MOT",DAILY,"NATIONAL, STATE, DISTRICT",,2020,2025
ridership_od_komuter,2025-03-18,Hourly Origin-Destination Ridership: Komuter,Transportation,Ridership,Penumpang Asal-Destinasi secara Jam: Komuter,Pengangkutan,Penggunaan,"KTMB, MOT",DAILY,"NATIONAL, STATE, DISTRICT",,2023,2025
ridership_od_ets,2025-03-18,Hourly Origin-Destination Ridership: ETS,Transportation,Ridership,Penumpang Asal-Destinasi secara Jam: ETS,Pengangkutan,Penggunaan,"KTMB, MOT",DAILY,"NATIONAL, STATE, DISTRICT",,2020,2025
usage_metrics,2025-08-15,Daily Usage Metrics for data.gov.my,Metadata,Site Metrics,Metrik Penggunaan Harian untuk data.gov.my,Metadata,Metrik Portal,"JDN, KD",DAILY,,,2023,2026
government_apps_downloads,2025-08-29,Downloads of Government Mobile Applications,Public Administration,Digital Services,Muat Turun bagi Aplikasi Mudah Alih Kerajaan,Pentadbiran Awam,Perkhidmatan Digital,"JDN, KD",MONTHLY,NATIONAL,,2015,2026
epf_dividend,2025-09-24,Annual EPF Dividend,Public Welfare,Retirement,Dividen KWSP Tahunan,Kebajikan Awam,Persaraan,EPF,YEARLY,NATIONAL,,1952,2025
usage_metrics_openapi,2025-09-30,Daily OpenAPI Hits by Endpoint,Metadata,Site Metrics,Penggunaan OpenAPI Harian mengikut Endpoint,Metadata,Metrik Portal,"JDN, KD",DAILY,,,2023,2026
usage_metrics_openapi_cumul,2025-09-30,Cumulative OpenAPI Hits by Endpoint,Metadata,Site Metrics,Penggunaan OpenAPI Kumulatif mengikut Endpoint,Metadata,Metrik Portal,"JDN, KD",DAILY,,,2023,2026
currency_codes,2025-10-24,Currency Codes (ISO 4217),Data Dictionaries,International,Kod Mata Wang (ISO 4217),Kamus Data,Antarabangsa,JDN,ONE-OFF,,,2025,2025
metrics_content,2026-01-10,Number of Datasets on data.gov.my,Metadata,Site Metrics,Bilangan Set Data di data.gov.my,Metadata,Metrik Portal,"JDN, KD",MONTHLY,,,2023,2026
metrics_dataset_cumul,2026-01-10,Cumulative Views and Downloads by Dataset,Metadata,Site Metrics,Paparan dan Muat Turun Kumulatif mengikut Set Data,Metadata,Metrik Portal,"JDN, KD",DAILY,,,2023,2026
datasets,2026-01-11,List of Datasets on data.gov.my,Metadata,Site Content,Senarai Set Data di data.gov.my,Metadata,Kandungan Portal,"JDN, KD",MONTHLY,,,2023,2026
trnsc_daily_fpx,2026-01-11,Daily FPX Transactions,Financial Markets,Payments,Transaksi FPX Harian,Pasaran Kewangan,Pembayaran,"PayNet, BNM",DAILY,NATIONAL,,2020,2026
trnsc_daily_san,2026-01-11,Daily Shared ATM Network (SAN) Transactions,Financial Markets,Payments,Transaksi Rangkaian ATM Kongsi (SAN) Harian,Pasaran Kewangan,Pembayaran,"PayNet, BNM",DAILY,NATIONAL,,2020,2026
trnsc_daily_jompay,2026-01-11,Daily JomPAY Transactions,Financial Markets,Payments,Transaksi JomPAY Harian,Pasaran Kewangan,Pembayaran,"PayNet, BNM",DAILY,NATIONAL,,2020,2026
trnsc_daily_directdebit,2026-01-11,Daily DirectDebit Transactions,Financial Markets,Payments,Transaksi DirectDebit Harian,Pasaran Kewangan,Pembayaran,"PayNet, BNM",DAILY,NATIONAL,,2020,2026
drug_arrests_age,2026-01-15,Drug Arrests by Sex & Age,Public Safety,Drug Addiction,Tangkapan Dadah Mengikut Jantina & Umur,Keselamatan Awam,Penagihan Dadah,"PDRM, KDN",YEARLY,NATIONAL,"SEX, AGE",2019,2023
drug_arrests_ethnicity,2026-01-15,Drug Arrests by Sex & Ethnicity,Public Safety,Drug Addiction,Tangkapan Jenayah Dadah Mengikut Jantina & Etnik,Keselamatan Awam,Penagihan Dadah,"PDRM, KDN",YEARLY,NATIONAL,"SEX, ETHNICITY",2019,2023
drug_addicts_age,2026-01-15,Drug Addicts by State & Age Group,Public Safety,Drug Addiction,Penagih Dadah mengikut Negeri & Kumpulan Umur,Keselamatan Awam,Penagihan Dadah,"AADK, KDN",YEARLY,"NATIONAL, STATE",AGE,2015,2023
drug_addicts_education,2026-01-15,Drug Addicts by Highest Education Level,Public Safety,Drug Addiction,Penagih Dadah Mengikut Tahap Pendidikan Tertinggi,Keselamatan Awam,Penagihan Dadah,"AADK, KDN",YEARLY,"NATIONAL, STATE",,2015,2023
drug_addicts_occupation,2026-01-15,Drug Addicts by State & Occupation,Public Safety,Drug Addiction,Penagih Dadah mengikut Negeri & Pekerjaan,Keselamatan Awam,Penagihan Dadah,"AADK, KDN",YEARLY,"NATIONAL, STATE",,2016,2023
drug_addicts_drugtype,2026-01-15,Drug Addicts by State & Drug Type,Public Safety,Drug Addiction,Penagih Dadah mengikut Negeri & Jenis Dadah,Keselamatan Awam,Penagihan Dadah,"AADK, KDN",YEARLY,"NATIONAL, STATE",NATIONALITY,2015,2023
payment_instruments,2026-01-15,Monthly Usage of Payment Instruments,Financial Markets,Payments,Penggunaan Instrumen Pembayaran Bulanan,Pasaran Kewangan,Pembayaran,BNM,DAILY,NATIONAL,,2019,2026
payment_channels,2026-01-15,Monthly Usage of Payment Channels,Financial Markets,Payments,Penggunaan Saluran Pembayaran Bulanan,Pasaran Kewangan,Pembayaran,BNM,DAILY,NATIONAL,,2019,2026
payment_systems,2026-01-15,Monthly Usage of Payment Systems,Financial Markets,Payments,Penggunaan Sistem Pembayaran Bulanan,Pasaran Kewangan,Pembayaran,BNM,DAILY,NATIONAL,,2019,2026
lfs_parlimen,2026-01-15,Annual Principal Labour Force Statistics by Parliament,Labour Markets,Labour Force Survey,Statistik Tenaga Buruh Tahunan Utama mengikut Parlimen,Pasaran Buruh,Survei Tenaga Buruh,DOSM,YEARLY,PARLIMEN,,2021,2023
lfs_dun,2026-01-15,Annual Principal Labour Force Statistics by DUN,Labour Markets,Labour Force Survey,Statistik Tenaga Buruh Tahunan Utama mengikut DUN,Pasaran Buruh,Survei Tenaga Buruh,DOSM,YEARLY,DUN,,2021,2023
hh_income_parlimen,2026-01-15,Household Income by Parliament,Households,Income,Pendapatan Isi Rumah mengikut Parlimen,Isi Rumah,Pendapatan,DOSM,YEARLY,PARLIMEN,,2019,2024
hh_income_dun,2026-01-15,Household Income by DUN,Households,Income,Pendapatan Isi Rumah mengikut DUN,Isi Rumah,Pendapatan,DOSM,YEARLY,DUN,,2019,2024
hh_expenditure_parlimen,2026-01-15,Household Expenditure by Parliament,Households,Expenditure,Perbelajaan Isi Rumah mengikut Parlimen,Isi Rumah,Perbelanjaan,DOSM,YEARLY,PARLIMEN,,2019,2024
hh_expenditure_dun,2026-01-15,Household Expenditure by DUN,Households,Expenditure,Perbelajaan Isi Rumah mengikut DUN,Isi Rumah,Perbelanjaan,DOSM,YEARLY,DUN,,2019,2024
hh_poverty_parlimen,2026-01-15,Poverty by Parliament,Households,Poverty,Kemiskinan mengikut Parlimen,Isi Rumah,Kemiskinan,DOSM,YEARLY,PARLIMEN,,2019,2024
hh_poverty_dun,2026-01-15,Poverty by DUN,Households,Poverty,Kemiskinan mengikut DUN,Isi Rumah,Kemiskinan,DOSM,YEARLY,DUN,,2019,2024
hh_inequality_parlimen,2026-01-15,Income Inequality by Parliament,Households,Inequality,Ketidaksamarataan Pendapatan mengikut Parlimen,Isi Rumah,Ketidaksamarataan,DOSM,YEARLY,PARLIMEN,,2019,2024
hh_inequality_dun,2026-01-15,Income Inequality by DUN,Households,Inequality,Ketidaksamarataan Pendapatan mengikut DUN,Isi Rumah,Ketidaksamarataan,DOSM,YEARLY,DUN,,2019,2024
ridership_od_rapidrail_daily,2026-04-02,Daily Origin-Destination Ridership: Rapid Rail (KV),Transportation,Ridership,Penumpang Asal-Destinasi Harian: Rapid Rail (KV),Pengangkutan,Penggunaan,"Prasarana, MOT",DAILY,"NATIONAL, STATE, DISTRICT",,2023,2026
ridership_od_brt_daily,2026-04-02,Daily Origin-Destination Ridership: BRT Sunway Line,Transportation,Ridership,Penumpang Asal-Destinasi Harian: BRT Laluan Sunway,Pengangkutan,Penggunaan,"Prasarana, MOT",DAILY,"NATIONAL, STATE, DISTRICT",,2023,2026
registration_transactions_all,2026-04-03,Vehicle Registration Transactions,Transportation,Vehicle Registrations,Transaksi Pendaftaran Kenderaan,Pengangkutan,Pendaftaran Kenderaan,"JPJ, MOT",DAILY,STATE,,2000,2026
registration_transactions_motorcycle,2026-04-03,Motorcycle Registration Transactions,Transportation,Vehicle Registrations,Transaksi Pendaftaran Motosikal,Pengangkutan,Pendaftaran Kenderaan,"JPJ, MOT",DAILY,STATE,,2000,2026
registrations_type_fuel,2026-04-03,Monthly Vehicle Registrations by Vehicle and Fuel Type,Transportation,Vehicle Registrations,Pendaftaran Kenderaan Bulanan mengikut Jenis Kenderaan dan Bahan Bakar,Pengangkutan,Pendaftaran Kenderaan,"JPJ, MOT",MONTHLY,NATIONAL,,2000,2026
legal_advisory_branch,2025-11-17,Legal Advisory Services by Branch,Public Safety,Justice,Perkhidmatan Nasihat Undang-Undang mengikut Cawangan,Keselamatan Awam,Keadilan,JBG,MONTHLY,"NATIONAL, STATE",,2019,2024
legal_advisory_category,2025-11-17,Legal Advisory Services by Branch & Category,Public Safety,Justice,Perkhidmatan Nasihat Undang-Undang mengikut Cawangan & Kategori,Keselamatan Awam,Keadilan,JBG,MONTHLY,"NATIONAL, STATE",,2019,2024
legal_advisory_subcategory,2025-11-17,Legal Advisory Services by Branch & Subcategory,Public Safety,Justice,Perkhidmatan Nasihat Undang-Undang mengikut Cawangan & Subkategori,Keselamatan Awam,Keadilan,JBG,MONTHLY,"NATIONAL, STATE",,2019,2024
legal_advisory_case_type,2025-11-17,Legal Advisory Services by Branch & Case Type,Public Safety,Justice,Perkhidmatan Nasihat Undang-Undang mengikut Cawangan & Jenis Kes,Keselamatan Awam,Keadilan,JBG,MONTHLY,"NATIONAL, STATE",,2019,2024
almanak_astronomi,2026-07-31,Astronomy Almanac ,Data Dictionaries,Other,Almanak Astronomi,Kamus Data,Lain-lain,MYSA,DAILY,NATIONAL,,2022,2026
trade_headline,2026-04-30,Headline Monthly Trade in Goods,Economic Sectors,External Trade,Statistik Perdagangan Barangan Bulanan,Sektor Ekonomi,Perdagangan Luar,DOSM,MONTHLY,NATIONAL,,2000,2026
bec,2026-04-30,Broad Economic Categories (BEC),Data Dictionaries,National,Kategori Ekonomi Umum (BEC),Kamus Data,Nasional,DOSM,INFREQUENT,NATIONAL,,2008,2008
trade_enduse_bec,2026-04-30,Monthly Retained Imports by End Use and BEC,Economic Sectors,External Trade,Import Tertangguh Bulanan mengikut Penggunaan Akhir dan BEC,Sektor Ekonomi,Perdagangan Luar,DOSM,MONTHLY,NATIONAL,,2010,2026
poskod,2026-06-16,Postcode Dataset,Data Dictionaries,National,Dataset Poskod,Kamus Data,Nasional,MCMC,YEARLY,"NATIONAL, STATE",,2026,2026
